"","9E","AA","AQ","AS","B6","CO","DH","DL","EA","EV","F9","FL","HA","HP","ML (1)","MQ","NW","OH","OO","PA (1)","PI","PS","TW","TZ","UA","US","VX","WN","XE","YV"
"1987",NA,4.9146726195967,NA,12.4303013102502,NA,11.172531630799,NA,11.9238015889871,9.15012693721344,NA,NA,NA,NA,9.53830865768965,NA,NA,10.7169048337229,NA,NA,7.42381384103959,9.37771696637998,17.2398555708391,8.22035763007731,NA,8.78262798749538,9.56150757729049,NA,6.18803794992175,NA,NA
"1988",NA,4.22333605315305,NA,7.77568915253093,NA,5.69156566576214,NA,6.15597998240652,7.62843831315909,NA,NA,NA,NA,4.07656985740207,NA,NA,7.80986892393058,NA,NA,8.6499838235501,8.68599337050779,1.45063851278228,7.93459312998399,NA,7.31995645888608,8.10784927493535,NA,3.25855494364411,NA,NA
"1989",NA,6.17722701513284,NA,7.45259565336499,NA,5.54832600391616,NA,8.43665620971815,5.96464592984778,NA,NA,NA,NA,5.92844633990564,NA,NA,6.03604101141127,NA,NA,9.56207006981362,13.8428796935138,NA,7.57684072905688,NA,11.2276201493173,11.5434576098279,NA,6.76878325920077,NA,NA
"1990",NA,6.4921699873473,NA,7.05229069731293,NA,7.83238732884605,NA,9.43739269513119,6.11843969627121,NA,NA,NA,NA,5.72174647545536,NA,NA,3.82924429038685,NA,NA,1.97586736185557,NA,NA,7.467288856034,NA,7.44900229717118,5.995538660729,NA,6.91722392350478,NA,NA
"1991",NA,3.87043551648646,NA,4.29789807024196,NA,4.54400026685601,NA,6.72478193803651,NA,NA,NA,NA,NA,4.93484425784235,4.74760919573489,NA,1.72845059929443,NA,NA,0.721840778041384,NA,NA,5.00342539352552,NA,6.66093468804726,3.92350896794864,NA,4.96174371627,NA,NA
"1992",NA,5.16613988962193,NA,4.69440748316883,NA,5.74371954676943,NA,7.48516469728454,NA,NA,NA,NA,NA,2.01958563214613,NA,NA,2.2647700311732,NA,NA,NA,NA,NA,3.8322910884983,NA,4.90352123971523,5.99227176583797,NA,0.462155473003145,NA,NA
"1993",NA,6.08007544824794,NA,4.96174263037385,NA,5.61590767099802,NA,8.63528189163413,NA,NA,NA,NA,NA,4.79690743993977,NA,NA,1.94920382199773,NA,NA,NA,NA,NA,3.62472677709166,NA,6.79360853028347,4.19449278341936,NA,2.31550046258044,NA,NA
"1994",NA,5.6965564881402,NA,5.75669158427779,NA,7.27915762652001,NA,6.57316003979482,NA,NA,NA,NA,NA,7.90205764120733,NA,NA,2.05792372445391,NA,NA,NA,NA,NA,5.75913485042027,NA,5.13481730298658,6.42670592202661,NA,4.5956443470434,NA,NA
"1995",NA,7.26821405258507,NA,8.62947666706861,NA,6.34587829231599,NA,8.24730370229152,NA,NA,NA,NA,NA,9.15338228679616,NA,NA,4.8809177458459,NA,NA,NA,NA,NA,8.90269531014528,NA,7.22449611966366,6.14472550411331,NA,6.3741943032652,NA,NA
"1996",NA,10.8997983662658,NA,13.2271204285318,NA,9.45298473995486,NA,11.5118850784994,NA,NA,NA,NA,NA,13.0090878764291,NA,NA,7.13677034023386,NA,NA,NA,NA,NA,11.7626055944211,NA,10.2946772004979,8.17945854124642,NA,6.89038440672608,NA,NA
"1997",NA,4.85954991202111,NA,9.51258055788722,NA,7.99401029551569,NA,9.52065415488079,NA,NA,NA,NA,NA,9.28496440712153,NA,NA,8.69577521962577,NA,NA,NA,NA,NA,5.68413481836286,NA,8.71392548168063,5.56948560722194,NA,6.6374513013503,NA,NA
"1998",NA,4.39939031086929,NA,11.4531380753138,NA,7.84554723981322,NA,5.76009835893648,NA,NA,NA,NA,NA,15.3485084679067,NA,NA,7.95557585129679,NA,NA,NA,NA,NA,7.5026059438016,NA,10.9979090505878,6.18764722823238,NA,7.30456500124285,NA,NA
"1999",NA,8.91891650804258,NA,11.0037225222586,NA,8.48035416261378,NA,6.67893254831691,NA,NA,NA,NA,NA,13.2082344751858,NA,NA,4.38988045157639,NA,NA,NA,NA,NA,6.00888076463383,NA,9.88241489889842,10.4416092420539,NA,7.46984291247169,NA,NA
"2000",NA,9.72682610085793,2.54156310411489,12.821446179129,NA,6.84996245748863,NA,8.27956267558207,NA,NA,NA,NA,NA,14.9381179492321,NA,NA,5.94914788139557,NA,NA,NA,NA,NA,9.14352190234924,NA,18.4795919484543,9.86189475560457,NA,10.477490008881,NA,NA
"2001",NA,5.78260519375157,4.88856389080064,11.7168791039011,NA,3.32328462698454,NA,4.98430825418555,NA,NA,NA,NA,NA,8.32405804230202,NA,7.76109929578708,3.15180256058136,NA,NA,NA,NA,NA,4.24849496084383,NA,8.62553004431739,3.51355163175506,NA,4.85582193387675,NA,NA
"2002",NA,1.18290844591542,NA,5.40405902869558,NA,2.29723428924789,NA,5.71229916350846,NA,NA,NA,NA,NA,2.47897733719815,NA,4.21475440569929,3.53363130128957,NA,NA,NA,NA,NA,NA,NA,2.43308374983045,1.46994374407611,NA,3.89069940405345,NA,NA
"2003",NA,3.20733799370944,NA,3.17767541021053,0.986033686986753,3.78293973846313,6.5338202207064,3.85529771591261,NA,6.65989653621233,NA,8.36606986563224,-0.142967145790554,3.06153279292557,NA,4.23933362577187,1.96324810979251,NA,2.2876037171402,NA,NA,NA,NA,4.95959862301326,3.11390823898224,4.22309796833486,NA,2.06386298590312,5.22896748033311,NA
