"","small_est","small_se","med_est","med_est","large_est","large_se","pop_estimate","pop_se"
"1989",NA,NA,0.257117332982459,0.00314663092398653,8.60978273774698,0.466150929811155,8.86690007072944,0.469297560735141
"1990",NA,NA,0.288187161318507,0.025935978302021,5.2968321804565,0.397508077004234,5.585019341775,0.423444055306255
"1991",NA,NA,0.0391339014031795,0.00262602565089703,7.09885391637332,0.433780071845418,7.1379878177765,0.436406097496315
"1992",NA,NA,-0.0438220927495292,0.00048365513591071,0.735769023434139,0.21065310761846,0.69194693068461,0.211136762754371
"1993",NA,NA,-0.0246485314635671,5.89194779370004e-05,3.60081023821545,0.34605215806359,3.57616170675188,0.346111077541527
"1994",NA,NA,NA,NA,2.92547834843907,0.229289818434517,2.92547834843907,0.229289818434517
"1995",NA,NA,NA,NA,6.28309572301426,0.34031694827535,6.28309572301426,0.34031694827535
"1996",NA,NA,NA,NA,6.03051881993896,0.485644206014501,6.03051881993896,0.485644206014501
"1997",NA,NA,NA,NA,5.7920892494929,0.356045280029042,5.7920892494929,0.356045280029042
"1998",NA,NA,NA,NA,6.83418107833164,0.447179780883232,6.83418107833164,0.447179780883232
"1999",NA,NA,NA,NA,7.46099290780142,0.654304911493517,7.46099290780142,0.654304911493517
"2000",NA,NA,NA,NA,9.8010152284264,0.742951471846886,9.8010152284264,0.742951471846886
"2001",NA,NA,NA,NA,6.44197780020182,0.533182174480986,6.44197780020182,0.533182174480986
"2002",NA,NA,NA,NA,3.76961770623742,0.451169673875819,3.76961770623742,0.451169673875819
"2003",NA,NA,NA,NA,2.6105476673428,0.506365053839834,2.6105476673428,0.506365053839834
"2004",NA,NA,NA,NA,5.79737903225806,0.687956817991552,5.79737903225806,0.687956817991552
"2005",NA,NA,NA,NA,5.55589123867069,0.689339183234781,5.55589123867069,0.689339183234781
"2006",NA,NA,NA,NA,4.41212121212121,0.666080962306202,4.41212121212121,0.666080962306202
"2007",NA,NA,NA,NA,4.36068895643364,0.842624939812011,4.36068895643364,0.842624939812011
"2008",NA,NA,NA,NA,6.55353535353535,0.929238923948709,6.55353535353535,0.929238923948709
"2009",NA,NA,NA,NA,3.04887983706721,0.939305937233732,3.04887983706721,0.939305937233732
"2010",NA,NA,0.0349030268913736,NA,4.52234546085851,0.873715318457857,4.55724848774988,0.873715318457857
"2011",NA,NA,-0.0503064331492917,3.79218827443595e-05,7.97886372279888,1.29480720695769,7.92855728964959,1.29484512884043
"2012",NA,NA,-0.0115235393916013,0.000759069897871495,1.66626419561297,0.738041074538923,1.65474065622136,0.738800144436794
"2013",-0.00783936379459169,NA,0.0413609574212172,0.00407338154373529,4.94714682700543,0.834446945691976,4.98066842063206,0.838520327235711
