"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"1","","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"2","Small","6517","8262","5045","3943","1313","620","4","80","85","76","81","82","77","0","0","0","0","0","0","0","0","0","0","0","0"
"3","Med","34913","55354","48765","42734","39465","40879","36563","30527","28063","24024","22726","22863","18109","7726","4342","4436","4790","3208","3070","3378","2131","1921","1693","1308","1275"
"4","Large","670912","938869","853374","839628","792353","816407","742268","697927","690603","671930","691623","725679","670562","503938","407614","415483","420819","501636","482377","450211","411776","405190","407229","402955","411098"
