"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"292","PVD","13179","15600","15806","15690","13335","14304","12530","14120","20462","21743","22934","25985","29785","27144","27945","30447","31283","26578","25366","22509","18343","18996","17101","13900","15390"
"293","PVU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"294","PWM","8474","8381","8507","7639","6492","6047","5451","6232","6579","6615","5924","6107","9844","7267","9783","10968","9516","7551","8368","6897","6516","7229","5813","6157","6962"
"295","RAP","2436","2601","2505","2620","2620","1240","1077","1223","1117","1121","1195","1275","1335","1258","4093","4308","3930","4938","5023","4161","3859","5768","5710","5184","4080"
"296","RDD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2243","2165","1828","2044","1793","1682","1439","1448","1722","1530","1175"
"297","RDM","319","112","0","0","0","0","0","0","0","0","0","0","0","0","2588","2488","3253","3714","3646","3434","3176","3133","3217","3192","3296"
"298","RDR","0","0","0","0","0","0","0","0","0","0","0","0","46","0","0","0","0","0","0","0","0","0","0","0","0"
"299","RDU","60458","59925","55974","56621","55195","47428","27642","25949","26714","27634","34033","35998","39074","45938","51341","62153","62676","58017","67199","60179","53454","48924","42620","44016","47983"
"300","RFD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","576","694","290","0","0","6","54","83"
"301","RHI","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","223","221","41","0","0","0","1036"
"302","RIC","16051","16886","14888","15677","15836","16506","15990","15753","15825","15107","16545","17362","18366","14121","15711","17139","19321","19177","19857","19977","16942","17215","16101","16662","19174"
"303","RKS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","954","1773","1823","2014","2193","1942"
"304","RNO","17929","17802","19774","18420","18587","18067","20727","25394","27392","26271","29498","30672","25869","23951","27591","30538","28248","26545","27211","24286","19354","20715","21435","18945","17261"
"305","ROA","3915","4433","3580","3101","2874","3196","3312","3118","2779","2492","2409","2217","1640","0","4846","4698","3041","4184","3707","3720","3745","3518","2933","3542","2169"
"306","ROC","21181","21018","21495","21067","18905","17863","16130","15800","15129","14611","14894","13950","15270","9250","15590","19065","18754","17621","17274","14264","13206","13774","10177","9694","10370"
"307","ROP","39","254","1001","663","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"308","ROR","510","358","360","408","133","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"309","ROW","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","235","961","1116","1164","1264","1042","1040"
"310","RST","2913","2892","2915","3047","3388","3420","3514","3441","3137","2279","2195","2235","2185","2358","1910","2395","2513","2578","4252","3353","2873","3492","1151","1008","1940"
"311","RSW","17045","19675","19300","18955","18225","15607","14990","14934","14980","14040","13749","14954","17857","13825","18981","21899","26308","26431","27615","27136","26474","27575","27378","26796","27087"
"312","SAF","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","290","1286","1265","1360","1872"
"313","SAN","61349","60695","59491","61251","60464","60509","65731","66624","67801","67143","68244","72706","81937","74950","82700","86096","89075","92976","97316","93775","82941","78662","76385","77131","76682"
"314","SAT","33451","36980","35005","33544","35490","38458","38060","38649","38554","37478","38066","38704","37085","36521","39083","38631","39439","42856","46362","45270","38231","38842","38513","38521","40205"
"315","SAV","9351","9831","8725","7905","7107","6773","5763","5613","5409","5133","5082","5377","6735","5655","8850","13194","14117","13248","14281","13774","11259","11048","9293","9506","9584"
"316","SBA","3470","4398","4216","3127","2539","2093","1480","1390","1399","1430","1677","2601","5821","3302","11008","11585","12553","14605","14274","12568","11415","11055","10219","10751","10676"
"317","SBN","2711","2533","2429","3360","3234","3589","3560","3574","3510","3356","2929","2016","1332","343","3027","4873","3903","1372","5128","5319","4544","4827","2517","3494","5320"
"318","SBP","0","0","0","0","0","0","0","0","0","0","0","0","2474","2436","5596","5657","5622","6930","7052","5846","4095","4751","4787","4921","4739"
"319","SCC","529","533","658","964","549","737","632","363","362","517","588","382","466","477","404","356","331","561","726","727","702","680","672","707","821"
"320","SCE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1455","1709","1081","1007","677","645","863","980","1","0","950"
"321","SCK","955","888","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"322","SDF","20446","20358","18776","16627","17877","22582","24094","24519","25651","24117","22869","22476","21131","17887","20800","23192","24415","19165","22229","22458","19037","18425","15742","15259","17730"
"323","SEA","73754","79618","76729","75803","71610","75870","92016","96266","97653","98314","103160","104910","102752","100584","104605","109418","106586","107541","109127","109069","100980","98598","100136","100165","103082"
"324","SFO","126406","130342","123999","122477","117581","118233","129137","135678","138191","139853","136952","135032","121735","99288","122334","130008","128973","131844","138491","140587","136923","140002","145734","171298","168070"
"325","SGF","2212","1706","1495","1701","1759","1753","1575","1744","1718","1812","2056","2065","5050","4403","4216","6485","8490","9273","11058","10087","8424","8250","7462","7015","6538"
"326","SGU","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3107","2839","2946","3447","3636","3319","2801","2347","1954","2034","1787"
"327","SHD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","42"
