"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"1","","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"2","Small","1386","410","0","0","0","0","0","469","0","0","0","89","46","0","0","0","0","0","1","2","1","0","0","0","0"
"3","Med","29227","29398","26472","26184","26530","27612","29626","30382","29341","26423","26859","26944","24377","24788","23985","25634","24274","22306","18967","13766","6021","0","0","0","0"
"4","Large","421139","431937","433758","448747","448301","455186","492067","512190","507811","501089","510321","524304","508622","488543","475175","481652","456558","410574","395558","333884","287111","0","0","0","0"
